TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;15,98;;49,18;1,57;0,73;31,40;12,33;3,31;13,22;17,52;4,30;0,51;1,63;-42,00;-0,93;0,93;3,19;1,48;6,14;0,46;0,52;0,45;5,83;;12.260.417,43;10,19;0,32;-0,36;1.890.319.199,68
ABCB4;15,84;5,78;6,91;0,79;0,07;45,93;38,82;23,64;4,21;4,21;;;1,63;0,95;-0,08;2,68;11,37;1,04;;0,09;0,91;0,04;1,17;5,92;14.162.280,48;20,15;2,29;0,12;3.581.267.469,12
ABEV3;14,93;4,04;14,83;2,71;1,74;51,93;27,80;22,84;12,18;11,30;-0,88;-0,20;3,39;33,16;-2,42;1,23;18,27;11,73;19,13;0,64;0,35;0,51;4,56;4,99;333.947.254,60;5,51;1,01;0,18;235.064.670.883,17
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;6,05;;69,49;4,56;1,56;9,96;7,06;2,52;24,79;27,65;2,86;0,53;1,75;3,39;-4,48;3,40;6,56;2,25;7,41;0,34;0,66;0,89;;;14.075.919,23;1,33;0,09;-1,35;4.635.591.408,80
AESB3;11,43;2,02;12,62;2,53;0,52;16,81;8,41;36,44;54,70;105,29;50,58;2,34;4,60;1.006,58;-0,58;1,00;20,04;4,08;-5,31;0,20;0,72;0,11;;;12.361.520,10;4,52;0,91;;5.624.777.237,85
AFLT3;9,38;6,72;30,04;3,31;3,01;67,45;53,41;50,68;28,51;27,58;-0,92;-0,11;15,22;13,40;-4,02;9,63;11,02;10,03;10,66;0,91;0,09;0,20;5,56;9,29;5.857,14;2,83;0,31;-2,74;591.734.486,00
AGRO3;27,03;9,70;6,50;1,27;0,81;27,33;21,57;45,98;13,86;12,88;-0,99;-0,09;2,99;2,52;-1,66;2,66;19,50;12,41;5,76;0,64;0,36;0,27;55,29;121,45;15.736.310,33;21,32;4,16;0,03;2.767.250.526,24
AGXY3;10,90;;2.795,78;1,36;0,31;6,94;-2,02;0,02;-23,78;-33,41;-9,63;0,55;0,48;2,87;-1,40;1,16;0,05;0,01;-3,63;0,23;0,77;0,65;;;893.932,83;7,99;0,00;;1.861.992.380,10
AHEB3;27,50;;-3,88;-4,89;0,83;22,55;-19,49;-31,68;-6,31;-6,22;0,18;;1,23;-3,36;-1,07;0,47;-125,95;-21,47;77,48;-0,17;1,17;0,68;1,88;;11.149,63;-5,63;-7,08;-0,01;238.221.493,00
AHEB5;22,00;;-3,11;-3,91;0,67;22,55;-19,49;-31,68;-5,05;-6,22;0,18;;0,98;-2,69;-0,86;0,47;-125,95;-21,47;77,48;-0,17;1,17;0,68;1,88;;2.348,50;-5,63;-7,08;-0,01;238.221.493,00
AHEB6;51,50;;-7,27;-9,15;1,56;22,55;-19,49;-31,68;-11,82;-6,22;0,18;;2,30;-6,30;-2,01;0,47;-125,95;-21,47;77,48;-0,17;1,17;0,68;1,88;;6.742,00;-5,63;-7,08;-0,02;238.221.493,00
ALLD3;15,30;4,97;4,19;0,94;0,34;15,43;8,39;5,93;2,96;2,84;-0,12;-0,04;0,25;1,49;-1,25;1,47;22,32;8,19;21,00;0,37;0,63;1,38;;;2.639.326,98;16,34;3,65;0,02;1.426.274.904,60
ALPA3;25,97;1,52;33,98;4,58;2,86;53,38;15,21;11,09;24,77;24,98;-1,08;-0,20;3,77;9,56;-6,56;2,13;13,48;8,42;14,72;0,62;0,36;0,76;-3,59;10,54;91.846,98;5,67;0,76;0,28;16.067.199.167,08
ALPA4;28,75;1,51;37,61;5,07;3,17;53,38;15,21;11,09;27,42;24,98;-1,08;-0,20;4,17;10,59;-7,27;2,13;13,48;8,42;14,72;0,62;0,36;0,76;-3,59;10,54;95.273.228,43;5,67;0,76;0,32;16.067.199.167,08
ALPK3;4,35;;-4,80;1,80;0,35;24,17;-1,08;-25,12;-112,13;-285,27;-173,14;2,79;1,21;-1,69;-0,39;0,31;-37,55;-7,29;-0,54;0,19;0,80;0,29;;;75.102,88;2,41;-0,91;-0,28;910.158.008,10
ALSO3;22,14;1,02;35,79;0,88;0,53;66,45;37,03;18,73;18,11;20,77;2,67;0,13;6,70;4,80;-0,63;3,18;2,46;1,48;2,73;0,60;0,30;0,08;19,22;11,10;34.118.101,18;25,19;0,62;-0,94;5.884.209.304,92
ALUP11;25,00;3,36;5,21;1,11;0,30;72,94;72,21;21,59;1,56;3,25;1,69;1,20;1,13;4,22;-0,35;1,85;21,29;5,74;18,76;0,27;0,58;0,27;32,68;46,38;21.688.969,90;22,54;4,80;0,04;7.325.927.241,67
ALUP3;8,38;3,34;5,24;1,12;0,30;72,94;72,21;21,59;1,57;3,25;1,69;1,20;1,13;4,24;-0,36;1,85;21,29;5,74;18,76;0,27;0,58;0,27;32,68;46,38;96.607,48;7,51;1,60;0,04;7.325.927.241,67
ALUP4;8,34;3,36;5,22;1,11;0,30;72,94;72,21;21,59;1,56;3,25;1,69;1,20;1,13;4,22;-0,35;1,85;21,29;5,74;18,76;0,27;0,58;0,27;32,68;46,38;117.566,95;7,51;1,60;0,04;7.325.927.241,67
AMAR3;3,40;;3,17;0,96;0,26;45,25;-0,62;11,55;-58,55;-138,71;-80,16;1,31;0,37;3,60;-0,54;1,17;30,18;8,34;-3,69;0,28;0,72;0,72;-7,53;;26.850.574,60;3,56;1,07;-0,02;889.666.912,60
AMBP3;39,00;0,24;32,53;3,74;0,93;21,34;17,76;9,27;16,98;22,90;5,92;1,30;3,02;5,87;-1,44;1,82;11,51;2,87;5,24;0,25;0,72;0,31;;;31.891.797,25;10,42;1,20;0,06;4.404.487.932,00
AMER3;31,41;;406,98;1,81;0,66;29,84;2,55;0,41;65,63;74,09;8,46;0,23;1,68;2,79;-1,52;1,70;0,45;0,16;0,71;0,36;0,64;0,39;2,35;;236.707.164,60;17,33;0,08;-2,91;28.387.143.940,68
ANIM3;8,32;;95,59;1,30;0,33;55,24;14,45;1,60;10,60;24,44;13,85;1,70;1,53;8,85;-0,39;1,31;1,36;0,34;3,60;0,25;0,75;0,21;11,24;-11,35;22.376.207,90;6,38;0,09;-0,49;3.360.188.457,60
APER3;32,40;;-3.099,64;1,27;0,76;100,00;-1,65;-0,09;-176,45;-127,68;48,77;-0,35;2,91;5,34;-1,08;1,92;-0,04;-0,02;-0,97;0,60;0,40;0,26;-11,42;;1.787.038,25;25,58;-0,01;14,24;371.956.341,60
APTI3;197,64;239,54;-0,36;0,01;0,01;89,80;-18,93;-40,70;-0,78;-8,28;1,18;-0,02;0,15;0,04;-0,01;2,85;-3,99;-2,22;-3,90;0,56;0,44;0,05;-22,74;;;13.589,62;-542,83;0,00;44.442.750,00
APTI4;3.500,00;14,88;-6,45;0,26;0,14;89,80;-18,93;-40,70;-13,86;-8,28;1,18;-0,02;2,62;0,71;-0,21;2,85;-3,99;-2,22;-3,90;0,56;0,44;0,05;-22,74;;;13.589,62;-542,83;0,05;44.442.750,00
ARML3;19,96;0,34;191,28;6,23;3,52;48,60;33,81;14,32;81,00;79,01;-1,99;-0,15;27,38;8,33;-7,50;4,93;3,25;1,84;3,54;0,57;0,43;0,13;;;15.985.524,10;3,21;0,10;;6.901.360.039,16
ARZZ3;79,08;1,17;27,45;5,10;2,52;51,34;19,09;14,53;20,90;21,61;0,72;0,18;3,99;18,57;-4,84;1,40;18,56;9,19;16,04;0,49;0,50;0,63;7,26;19,13;74.045.073,33;15,52;2,88;0,03;7.881.999.998,52
ASAI3;12,38;0,89;9,42;6,94;0,80;14,39;7,64;5,80;7,16;9,43;2,27;2,20;0,55;-58,29;-1,40;0,97;73,65;8,52;16,14;0,12;0,88;1,47;;;133.506.751,78;1,78;1,31;0,12;16.672.058.869,56
ATMP3;2,84;;-0,74;0,39;0,04;7,62;-8,65;-9,72;-0,83;-3,92;-3,08;1,46;0,07;-0,17;-0,06;0,44;-53,16;-6,00;-27,18;0,11;0,89;0,62;-16,98;;157.543,73;7,20;-3,83;0,01;75.857.411,04
ATOM3;3,23;9,29;8,81;3,78;2,48;100,00;21,77;25,25;10,22;7,88;-2,34;-0,87;2,22;2,59;-118,22;46,94;42,88;28,18;36,87;0,66;0,34;1,12;;;181.974,28;0,85;0,37;-0,24;67.503.750,62
AURA33;46,56;14,08;7,76;2,19;1,04;41,55;26,28;18,49;5,46;5,38;-0,09;-0,03;1,43;4,28;-1,91;2,12;28,27;13,35;19,48;0,47;0,53;0,72;;;4.894.076,63;21,22;6,00;0,04;3.293.768.937,60
AVLL3;29,62;;-1,30;4,91;0,34;0,06;-84,72;-177,06;-2,71;-5,85;-3,14;5,68;2,30;7,57;-0,54;1,13;-378,12;-25,95;-23,43;0,07;0,93;0,15;;;143.873,42;6,04;-22,83;-0,02;663.955.818,28
AZEV3;4,03;;2,04;4,92;1,29;12,35;360,13;334,31;1,89;1,17;-0,51;-1,32;6,80;3,13;-2,68;4,84;241,84;63,35;259,62;0,26;0,74;0,19;-38,42;144,07;288.801,05;0,82;1,98;0,00;194.749.500,00
AZEV4;3,35;;1,69;4,09;1,07;12,35;360,13;334,31;1,57;1,17;-0,51;-1,32;5,66;2,60;-2,23;4,84;241,84;63,35;259,62;0,26;0,74;0,19;-38,42;144,07;1.882.081,63;0,82;1,98;0,00;194.749.500,00
AZUL4;27,05;;-8,25;-1,90;1,92;9,77;-10,79;-51,85;-39,67;-18,72;-7,85;;4,28;-7,32;-3,10;0,59;-23,06;-23,28;11,47;-1,01;2,01;0,45;-1,70;;201.960.429,38;-14,21;-3,28;0,12;9.360.142.898,92
B3SA3;14,74;6,60;19,12;4,00;1,65;90,72;63,09;45,83;13,89;12,35;-1,54;-0,44;8,76;9,08;-3,09;1,64;20,92;8,62;12,45;0,41;0,59;0,19;33,29;16,48;539.570.197,40;3,69;0,77;0,77;90.297.240.000,00
BAHI3;14,39;;-5,85;1,65;0,43;39,80;-4,66;-16,23;-20,39;-20,92;-0,53;0,04;0,95;-1,74;-0,48;0,33;-28,19;-7,28;-9,39;0,26;0,72;0,45;;;56.631,74;8,72;-2,46;-0,33;235.305.783,65
BALM3;15,58;2,18;20,23;1,28;0,70;54,84;8,76;5,27;12,17;9,30;-1,34;-0,14;1,07;1,71;-2,16;2,57;6,31;3,47;5,14;0,55;0,43;0,66;7,78;-11,77;4.211,79;12,21;0,77;-0,39;133.525.000,00
BALM4;11,67;3,51;15,16;0,96;0,53;54,84;8,76;5,27;9,12;9,30;-1,34;-0,14;0,80;1,28;-1,61;2,57;6,31;3,47;5,14;0,55;0,43;0,66;7,78;-11,77;6.721,63;12,21;0,77;-0,29;133.525.000,00
BAUH4;82,90;;22,14;4,39;2,86;19,25;9,20;10,78;25,95;25,27;-0,68;-0,11;2,39;-91,06;-4,06;0,90;19,84;12,93;12,36;0,65;0,35;1,20;10,90;28,77;67.098,40;18,87;3,74;0,56;432.922.203,80
BAZA3;40,00;6,50;2,10;0,42;0,05;42,47;90,94;50,17;1,16;1,16;;;1,05;1,68;-0,05;;19,80;2,34;;0,12;0,88;0,05;-8,12;17,84;46.945,44;96,39;19,09;0,03;1.185.838.680,00
BBAS3;32,49;6,98;5,35;0,68;0,05;38,00;18,49;16,46;4,76;4,76;;;0,88;1,91;-0,05;13,29;12,72;0,86;;0,07;0,93;0,05;-11,56;4,33;419.674.475,55;47,72;6,07;0,61;93.097.398.979,80
BBDC3;18,60;5,02;7,46;1,22;0,13;49,62;33,09;25,71;5,79;6,41;;;1,92;2,74;-0,13;3,33;16,42;1,68;;0,10;0,90;0,07;-3,00;5,98;126.255.002,00;15,19;2,49;0,11;200.168.881.339,20
BBDC4;22,60;4,54;9,06;1,49;0,15;49,62;33,09;25,71;7,04;6,41;;;2,33;3,33;-0,16;3,33;16,42;1,68;;0,10;0,90;0,07;-3,00;5,98;887.139.770,10;15,19;2,49;0,14;200.168.881.339,20
BBML3;3.936,42;0,01;5.752,19;1.032,22;163,50;11,18;2,21;2,16;5.625,34;5.636,69;11,34;2,08;124,20;-2.168.266,21;-281,39;1,00;17,94;2,84;-1,23;0,16;0,84;1,32;45,38;57,80;;3,81;0,68;75,25;160.451.699.191,56
BBRK3;1,25;;-0,78;2,37;0,58;62,13;-81,05;-90,42;-0,87;-0,69;0,18;-0,48;0,71;-2,47;-0,75;0,50;-302,66;-73,61;-269,81;0,24;0,75;0,81;-9,38;;1.575.245,23;0,53;-1,60;0,07;98.164.780,00
BBSE3;22,68;4,40;12,52;5,83;3,92;;;;9,79;9,79;;;;22,49;-5,85;2,11;46,56;31,28;;0,67;0,33;0,00;;-2,95;102.688.171,68;3,89;1,81;-1,08;45.360.000.000,00
BDLL3;10,82;;-0,45;-0,09;0,03;-98,10;-385,42;-350,37;-0,41;-6,19;-5,80;;1,58;-0,07;-0,04;0,50;-20,50;-5,76;-91,90;-0,28;1,28;0,02;-46,07;;6.587,12;-116,78;-23,93;0,01;16.487.969,36
BDLL4;9,99;;-0,42;-0,09;0,02;-98,10;-385,42;-350,37;-0,38;-6,19;-5,80;;1,46;-0,06;-0,04;0,50;-20,50;-5,76;-91,90;-0,28;1,28;0,02;-46,07;;7.175,29;-116,78;-23,93;0,01;16.487.969,36
BEEF3;9,52;11,33;10,27;11,97;0,28;17,09;7,71;2,24;2,98;5,97;3,00;12,04;0,23;0,83;-0,98;1,92;116,49;2,76;13,30;0,02;0,98;1,23;15,30;;64.043.358,93;0,80;0,93;-0,32;5.781.338.034,64
BEES3;5,05;6,40;6,75;0,87;0,05;45,92;21,66;13,46;4,19;4,33;;;0,91;0,37;-0,05;;12,87;0,70;;0,05;0,95;0,05;-7,16;8,63;70.018,18;5,82;0,75;0,78;1.646.304.059,00
BEES4;5,65;5,72;7,55;0,97;0,05;45,92;21,66;13,46;4,69;4,33;;;1,02;0,41;-0,06;;12,87;0,70;;0,05;0,95;0,05;-7,16;8,63;11.389,50;5,82;0,75;0,87;1.646.304.059,00
BFRE11;0,00;;0,00;0,00;0,00;100,00;286,25;514,46;0,00;;;;0,00;0,00;0,00;6,74;6,10;5,86;;0,96;0,04;0,01;;2,96;;266.273,36;16.230,13;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;286,25;514,46;0,00;;;;0,00;0,00;0,00;6,74;6,10;5,86;;0,96;0,04;0,01;;2,96;;266.273,36;16.230,13;0,00;
BGIP3;35,78;3,16;5,92;0,98;0,07;69,02;20,10;13,66;4,03;3,36;;;0,81;0,37;-0,09;;16,58;1,25;;0,08;0,92;0,09;0,74;27,74;5.180,75;36,44;6,04;0,11;456.871.340,10
BGIP4;24,00;5,19;3,97;0,66;0,05;69,02;20,10;13,66;2,70;3,36;;;0,54;0,25;-0,06;;16,58;1,25;;0,08;0,92;0,09;0,74;27,74;8.554,81;36,44;6,04;0,08;456.871.340,10
BIDI11;24,72;0,20;397,38;2,49;0,63;54,29;-5,09;3,21;-250,59;-250,59;;;12,75;-6,37;-1,02;0,79;0,63;0,16;;0,25;0,75;0,05;14,14;10,20;407.981.478,63;9,93;0,06;0,10;21.247.694.018,32
BIDI3;8,24;0,20;397,38;2,49;0,63;54,29;-5,09;3,21;-250,59;-250,59;;;12,75;-6,37;-1,02;0,79;0,63;0,16;;0,25;0,75;0,05;14,14;10,20;12.277.877,00;3,31;0,02;0,10;21.247.694.018,32
BIDI4;8,24;0,20;397,38;2,49;0,63;54,29;-5,09;3,21;-250,59;-250,59;;;12,75;-6,37;-1,02;0,79;0,63;0,16;;0,25;0,75;0,05;14,14;10,20;103.219.500,63;3,31;0,02;0,10;21.247.694.018,32
BIOM3;14,15;;-12,91;6,75;2,49;25,28;-59,30;-71,41;-15,55;-17,53;-1,98;0,86;9,22;12,40;-4,21;1,96;-52,27;-19,26;-19,47;0,37;0,63;0,27;;;196.581,98;2,10;-1,10;-0,47;959.031.673,50
BKBR3;6,32;;-4,41;1,12;0,47;60,61;-10,43;-15,10;-6,38;-7,66;-1,27;0,22;0,67;16,34;-0,60;1,16;-25,51;-10,64;-13,62;0,42;0,58;0,70;18,70;;13.769.304,68;5,62;-1,43;-0,16;1.740.246.425,04
BLAU3;35,30;0,70;17,90;3,84;2,67;50,19;35,33;26,12;13,24;12,19;-1,05;-0,30;4,68;4,54;-10,43;4,76;21,42;14,91;15,45;0,70;0,30;0,57;;;12.882.443,33;9,20;1,97;0,37;6.332.606.046,70
BLUT3;1,44;;-3,33;0,49;0,15;;;;-3,39;-3,15;-0,77;0,11;;-1,20;-0,15;0,00;-14,79;-4,56;-13,07;0,31;0,69;0,00;;;380.390,09;2,92;-0,43;0,00;20.344.364,16
BLUT4;0,80;;-1,85;0,27;0,08;;;;-1,88;-3,15;-0,77;0,11;;-0,67;-0,08;0,00;-14,79;-4,56;-13,07;0,31;0,69;0,00;;;561.719,73;2,92;-0,43;0,00;20.344.364,16
BMEB3;11,80;10,01;6,51;1,11;0,10;77,75;11,04;7,77;4,58;4,51;;;0,51;1,06;-0,19;1,28;17,08;1,59;;0,09;0,91;0,20;-9,42;12,89;91.491,93;10,62;1,81;0,16;1.218.761.759,44
BMEB4;11,34;11,46;6,25;1,07;0,10;77,75;11,04;7,77;4,40;4,51;;;0,49;1,02;-0,18;1,28;17,08;1,59;;0,09;0,91;0,20;-9,42;12,89;218.494,33;10,62;1,81;0,15;1.218.761.759,44
BMGB4;3,14;10,05;7,40;0,47;0,05;65,01;1,61;5,76;26,50;26,50;;;0,43;;-0,06;;6,33;0,74;;0,12;0,88;0,13;11,98;3,61;3.464.329,45;6,70;0,42;-0,20;1.831.349.770,54
BMIN3;20,00;;25,39;0,76;0,41;79,51;53,77;31,77;15,00;14,80;;;8,07;43,71;-0,64;1,03;3,01;1,61;;0,53;0,47;0,05;-1,79;-1,30;4.815,75;26,16;0,79;0,20;95.232.844,03
BMIN4;18,21;10,71;23,12;0,70;0,37;79,51;53,77;31,77;13,66;14,80;;;7,34;39,79;-0,58;1,03;3,01;1,61;;0,53;0,47;0,05;-1,79;-1,30;13.529,70;26,16;0,79;0,18;95.232.844,03
BMKS3;237,01;3,35;26,19;0,57;0,51;35,17;4,64;21,10;119,09;-31,52;-150,61;-0,72;5,53;0,67;-2,24;37,44;2,16;1,93;-0,03;0,89;0,11;0,09;1,12;-17,39;14.093,55;418,61;9,05;56,46;107.780.297,50
BMOB3;14,77;;22,32;1,31;1,15;54,13;31,51;25,59;18,12;9,63;-8,50;-0,62;5,71;1,86;-3,66;10,19;5,89;5,16;4,27;0,88;0,12;0,20;;;13.216.777,53;11,24;0,66;;1.342.727.288,84
BNBR3;71,00;6,71;4,78;0,86;0,10;73,15;54,42;29,97;2,63;2,63;;;1,43;1,07;-0,11;;18,00;2,12;;0,12;0,88;0,07;-9,48;33,23;19.886,82;82,52;14,86;22,77;6.132.373.944,00
BOAS3;5,31;1,64;19,70;1,41;1,09;51,35;23,68;20,03;16,66;10,03;-6,64;-0,56;3,95;2,31;-2,40;7,70;7,16;5,55;6,35;0,78;0,22;0,28;;;8.094.676,50;3,77;0,27;0,03;2.821.948.380,63
BOBR3;0,00;;0,00;0,00;0,00;29,32;13,51;11,43;0,00;3,19;1,92;;0,00;0,00;0,00;0,58;-110,11;14,31;53,19;-0,13;1,13;1,25;1,10;;;-0,44;0,49;0,00;190.486.416,10
BOBR4;1,55;;3,19;-3,52;0,46;29,32;13,51;11,43;2,70;3,19;1,92;;0,37;-1,59;-0,75;0,58;-110,11;14,31;53,19;-0,13;1,13;1,25;1,10;;72.974,55;-0,44;0,49;0,01;190.486.416,10
BPAC11;23,46;1,64;12,46;2,48;0,26;42,86;59,07;55,35;11,67;11,67;;;6,89;6,43;-0,87;1,06;19,92;2,12;;0,11;0,89;0,04;2,49;57,86;280.894.348,70;9,45;1,88;0,08;89.977.857.836,96
BPAC3;13,50;0,95;21,50;4,28;0,46;42,86;59,07;55,35;20,15;11,67;;;11,90;11,09;-1,50;1,06;19,92;2,12;;0,11;0,89;0,04;2,49;57,86;190.834,93;3,15;0,63;0,14;89.977.857.836,96
BPAC5;5,00;2,57;7,96;1,59;0,17;42,86;59,07;55,35;7,46;11,67;;;4,41;4,11;-0,56;1,06;19,92;2,12;;0,11;0,89;0,04;2,49;57,86;139.157,63;3,15;0,63;0,05;89.977.857.836,96
BPAN4;10,16;2,20;16,21;2,16;0,28;67,09;10,53;7,49;11,53;11,53;;;1,21;-65,87;-0,49;0,99;13,30;1,70;;0,13;0,87;0,23;4,82;39,31;89.859.109,48;4,71;0,63;-40,85;12.243.370.189,36
BPAR3;182,07;5,69;9,08;1,06;0,13;76,88;26,74;14,45;4,90;4,90;;;1,31;0,68;-0,16;;11,70;1,44;;0,12;0,88;0,10;3,12;-1,31;;171,42;20,06;-0,30;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;24,77;41,35;1,79;0,67;0,67;;;;1,81;1,45;-0,48;-0,18;;3,82;-0,81;65,33;37,43;37,32;36,46;1,00;0,00;0,00;;;9.104.751,23;37,01;13,85;0,00;10.336.503.802,90
BRAP4;27,12;41,55;1,96;0,73;0,73;;;;1,99;1,45;-0,48;-0,18;;4,18;-0,89;65,33;37,43;37,32;36,46;1,00;0,00;0,00;;;225.460.414,18;37,01;13,85;0,00;10.336.503.802,90
BRBI11;17,70;;15,60;2,41;0,70;5,80;14,54;10,25;10,99;5,77;-5,22;-1,14;1,60;2,21;-52,16;1,48;15,45;4,51;3,75;0,29;0,71;0,44;;;3.220.469,08;7,35;1,13;;1.858.423.960,80
BRBI3;0,00;;0,00;0,00;0,00;5,80;14,54;10,25;0,00;5,77;-5,22;-1,14;0,00;0,00;0,00;1,48;15,45;4,51;3,75;0,29;0,71;0,44;;;;2,45;0,38;;1.858.423.960,80
BRBI4;0,00;;0,00;0,00;0,00;5,80;14,54;10,25;0,00;5,77;-5,22;-1,14;0,00;0,00;0,00;1,48;15,45;4,51;3,75;0,29;0,71;0,44;;;;2,45;0,38;;1.858.423.960,80
BRFS3;22,85;;45,61;2,44;0,35;21,57;6,29;0,88;6,40;12,25;5,84;2,23;0,40;4,63;-0,64;1,20;5,36;0,77;7,95;0,14;0,86;0,87;4,16;-33,42;208.010.426,28;9,35;0,50;-0,70;18.565.013.671,10
BRGE11;7,52;5,00;24,32;0,44;0,18;-1.506,87;109,56;330,83;73,43;-127,99;-201,74;-1,22;80,45;0,44;-0,44;3,24;1,83;0,74;0,17;0,41;0,40;0,00;-1,53;-18,73;1.132,50;16,94;0,31;-0,45;556.174.871,52
BRGE12;6,99;0,01;22,60;0,41;0,17;-1.506,87;109,56;330,83;68,26;-127,99;-201,74;-1,22;74,78;0,41;-0,41;3,24;1,83;0,74;0,17;0,41;0,40;0,00;-1,53;-18,73;13.570,37;16,94;0,31;-0,42;556.174.871,52
BRGE3;6,36;0,01;20,57;0,38;0,15;-1.506,87;109,56;330,83;62,10;-127,99;-201,74;-1,22;68,04;0,37;-0,37;3,24;1,83;0,74;0,17;0,41;0,40;0,00;-1,53;-18,73;3.639,80;16,94;0,31;-0,38;556.174.871,52
BRGE5;10,41;3,01;33,66;0,61;0,25;-1.506,87;109,56;330,83;101,65;-127,99;-201,74;-1,22;111,37;0,61;-0,61;3,24;1,83;0,74;0,17;0,41;0,40;0,00;-1,53;-18,73;1.041,00;16,94;0,31;-0,63;556.174.871,52
BRGE6;9,00;8,36;29,10;0,53;0,22;-1.506,87;109,56;330,83;87,88;-127,99;-201,74;-1,22;96,28;0,53;-0,53;3,24;1,83;0,74;0,17;0,41;0,40;0,00;-1,53;-18,73;1.800,00;16,94;0,31;-0,54;556.174.871,52
BRGE7;5,40;8,13;17,46;0,32;0,13;-1.506,87;109,56;330,83;52,73;-127,99;-201,74;-1,22;57,77;0,32;-0,32;3,24;1,83;0,74;0,17;0,41;0,40;0,00;-1,53;-18,73;;16,94;0,31;-0,33;556.174.871,52
BRGE8;9,49;3,30;30,69;0,56;0,23;-1.506,87;109,56;330,83;92,67;-127,99;-201,74;-1,22;101,53;0,56;-0,56;3,24;1,83;0,74;0,17;0,41;0,40;0,00;-1,53;-18,73;2.290,00;16,94;0,31;-0,57;556.174.871,52
BRIT3;4,44;;96,88;1,49;0,73;45,43;13,83;3,06;21,40;19,53;-1,88;-0,13;2,96;2,17;-1,54;2,81;1,53;0,76;3,02;0,49;0,51;0,25;;;3.509.041,68;2,99;0,05;;1.993.981.427,04
BRIV3;6,95;0,21;7,94;0,39;0,03;21,47;14,28;10,10;5,62;5,79;;;0,80;0,26;-0,04;166,57;4,94;0,39;;0,08;0,92;0,04;-14,49;-1,78;6.977,41;17,71;0,88;4,51;634.035.655,40
BRIV4;7,47;8,03;8,54;0,42;0,03;21,47;14,28;10,10;6,04;5,79;;;0,86;0,28;-0,04;166,57;4,94;0,39;;0,08;0,92;0,04;-14,49;-1,78;20.276,34;17,71;0,88;4,85;634.035.655,40
BRKM3;48,50;15,54;2,70;3,03;0,41;31,51;24,39;14,87;1,65;2,48;0,81;1,49;0,40;3,60;-0,75;1,33;112,04;15,14;42,34;0,14;0,88;1,02;4,54;36,65;3.501.665,28;16,01;17,94;-0,01;39.183.424.722,00
BRKM5;50,00;15,08;2,79;3,12;0,42;31,51;24,39;14,87;1,70;2,48;0,81;1,49;0,41;3,71;-0,78;1,33;112,04;15,14;42,34;0,14;0,88;1,02;4,54;36,65;226.791.772,98;16,01;17,94;-0,01;39.183.424.722,00
BRKM6;38,79;1,56;2,16;2,42;0,33;31,51;24,39;14,87;1,32;2,48;0,81;1,49;0,32;2,88;-0,60;1,33;112,04;15,14;42,34;0,14;0,88;1,02;4,54;36,65;9.981,33;16,01;17,94;-0,01;39.183.424.722,00
BRML3;9,43;;41,14;0,77;0,42;90,45;41,45;19,48;19,33;25,12;5,79;0,23;8,01;5,39;-0,47;3,94;1,87;1,03;2,73;0,55;0,42;0,05;-7,67;110,51;205.657.633,28;12,27;0,23;-0,12;8.233.722.770,19
BRPR3;7,16;2,75;14,44;0,47;0,30;100,00;120,84;71,70;8,57;13,17;4,60;0,25;10,35;5,32;-0,33;2,03;3,29;2,05;3,30;0,63;0,37;0,03;-15,19;;13.824.838,85;15,09;0,50;-0,30;3.394.983.430,52
BRQB3;0,00;;0,00;0,00;0,00;35,05;13,24;5,61;0,00;-0,87;-0,87;-0,62;0,00;0,00;0,00;2,09;30,03;10,14;34,91;0,34;0,66;1,81;3,80;38,92;;0,83;0,25;0,00;0,00
BRSR3;11,96;7,98;5,24;0,56;0,05;77,10;15,16;12,99;4,49;4,27;;;0,68;0,93;-0,05;2,12;10,67;0,92;;0,09;0,91;0,07;-5,25;1,18;60.093,90;21,39;2,28;0,37;4.650.721.374,44
